feature	s__Bifidobacterium_dentium	s__Bifidobacterium_bifidum	s__Bifidobacterium_breve	s__Bifidobacterium_longum	s__Lactobacillus_fermentum	s__Lactobacillus_salivarius	s__Lactobacillus_rhamnosus	s__Actinomyces_naeslundii	s__Actinomyces_oris	s__Actinomyces_sp_HPA0247	s__Streptococcus_anginosus_group	s__Streptococcus_mutans	s__Streptococcus_vestibularis	s__Escherichia_coli	s__Klebsiella_pneumoniae	s__Klebsiella_quasipneumoniae	s__Blautia_wexlerae	s__Blautia_hansenii	s__Anaerostipes_hadrus	s__Clostridium_sp_CAG_58	s__Eubacterium_eligens	s__Eubacterium_hallii	s__Eubacterium_ramulus	s__Eubacterium_rectale	s__Eubacterium_sp_CAG_38	s__Faecalibacterium_prausnitzii	s__Fusicatenibacter_saccharivorans	s__Roseburia_faecis	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Ruminococcus_bicirculans	s__Ruminococcus_lactaris
DP299	-11.6087390716953	-20.6685341634904	-18.2311288511831	-13.3908593066527	-19.6096404744368	-18.5530569460704	-18.6685341634904	-19.4986091620481	-19.2993003538247	-16.7616435678819	-17.8611792414328	-17.7299347081545	-16.8959446595935	-12.4598933549321	-17.2762167407116	-16.1088384213797	-9.59953202096252	-20.0835716627692	-6.72627931286433	-8.06986128273832	-17.4461417421539	-7.41969240243306	-7.27897004043603	-2.82747356937209	-19.2534966642115	-4.60185630669083	-5.66794724877544	-20.0835716627692	-20.4461417421539	-7.21689374201617	-18.4206066500468	-6.57280749485133
DP297	-13.7240661100654	-20.6685341634904	-18.2311288511831	-19.005569150768	-19.6096404744368	-18.5530569460704	-18.6685341634904	-19.4986091620481	-19.2993003538247	-19.8611792414328	-17.8611792414328	-17.7299347081545	-16.8959446595935	-12.3846741094365	-17.2762167407116	-16.1088384213797	-14.0760771262223	-20.0835716627692	-18.7940650455742	-6.25945266204466	-17.4461417421539	-16.6096404744368	-18.8611792414328	-13.7636487037722	-19.2534966642115	-13.5495930907669	-8.86898270281292	-3.01619332574107	-20.4461417421539	-5.80207624796977	-18.4206066500468	-16.1874074737538
DP296	-18.8959446595935	-20.6685341634904	-18.2311288511831	-10.7247983806373	-19.6096404744368	-18.5530569460704	-18.6685341634904	-19.4986091620481	-19.2993003538247	-19.8611792414328	-17.8611792414328	-17.7299347081545	-16.8959446595935	-17.1982142287103	-4.79881181225139	-8.0760771262223	-6.39619597933176	-17.2534966642115	-6.19715530774203	-16.8526172279294	-7.53159643809363	-16.6096404744368	-18.8611792414328	-4.66254053811303	-7.46904073538282	-16.1874074737538	-5.18700273984292	-9.4985048042021	-6.03124891210668	-6.51259597511386	-18.4206066500468	-16.1874074737538
DP295	-18.8959446595935	-20.6685341634904	-18.2311288511831	-14.9820336363072	-19.6096404744368	-18.5530569460704	-18.6685341634904	-15.1874074737538	-19.2993003538247	-15.6760678361758	-17.8611792414328	-17.7299347081545	-16.8959446595935	-17.1982142287103	-17.2762167407116	-16.1088384213797	-6.35005019630847	-11.2826717628489	-9.93453025919159	-16.8526172279294	-17.4461417421539	-16.6096404744368	-7.2714166460044	-19.6096404744368	-19.2534966642115	-3.6686387327317	-4.13006986094886	-6.12438473592434	-20.4461417421539	-19.5530569460704	-18.4206066500468	-16.1874074737538
DP294	-18.8959446595935	-20.6685341634904	-18.2311288511831	-3.44759380968096	-19.6096404744368	-18.5530569460704	-18.6685341634904	-19.4986091620481	-19.2993003538247	-19.8611792414328	-17.8611792414328	-17.7299347081545	-16.8959446595935	-11.9884677217534	-17.2762167407116	-16.1088384213797	-1.90355353697477	-20.0835716627692	-18.7940650455742	-6.86908388658186	-17.4461417421539	-16.6096404744368	-18.8611792414328	-16.6387868200963	-19.2534966642115	-13.0885897375358	-20.7940650455742	-20.0835716627692	-11.5040461986416	-10.5223898098235	-18.4206066500468	-16.1874074737538
DP293	-18.8959446595935	-20.6685341634904	-18.2311288511831	-6.40853350878093	-19.6096404744368	-18.5530569460704	-18.6685341634904	-19.4986091620481	-19.2993003538247	-19.8611792414328	-17.8611792414328	-17.7299347081545	-16.8959446595935	-17.1982142287103	-17.2762167407116	-16.1088384213797	-5.01116453561971	-20.0835716627692	-18.7940650455742	-16.8526172279294	-17.4461417421539	-16.6096404744368	-18.8611792414328	-19.6096404744368	-19.2534966642115	-4.45989017999055	-20.7940650455742	-12.8937471038892	-20.4461417421539	-19.5530569460704	-18.4206066500468	-16.1874074737538
DP292	-18.8959446595935	-20.6685341634904	-18.2311288511831	-6.74486622636678	-19.6096404744368	-18.5530569460704	-18.6685341634904	-19.4986091620481	-19.2993003538247	-19.8611792414328	-17.8611792414328	-17.7299347081545	-16.8959446595935	-17.1982142287103	-17.2762167407116	-16.1088384213797	-9.17267913660321	-20.0835716627692	-4.97316085565628	-16.8526172279294	-12.0008312317613	-9.44131935869709	-18.8611792414328	-3.93685936459852	-5.55537533481105	-2.46486992369682	-5.37787928434637	-6.50967468640842	-7.45497423601392	-7.24804755066461	-10.7506648601448	-5.7995749963351
DP287	-11.312449057871	-20.6685341634904	-18.2311288511831	-5.51328109683676	-19.6096404744368	-18.5530569460704	-18.6685341634904	-19.4986091620481	-19.2993003538247	-19.8611792414328	-17.8611792414328	-17.7299347081545	-16.8959446595935	-8.73927575485341	-17.2762167407116	-16.1088384213797	-11.479945317783	-20.0835716627692	-7.4854416004431	-16.8526172279294	-4.87852937621022	-8.48257472785906	-18.8611792414328	-5.85416032001531	-19.2534966642115	-3.79091651080621	-5.66971605363081	-20.0835716627692	-20.4461417421539	-12.2443678746723	-18.4206066500468	-8.58627421810902
DP285	-18.8959446595935	-20.6685341634904	-18.2311288511831	-16.58107132224	-19.6096404744368	-18.5530569460704	-18.6685341634904	-19.4986091620481	-9.77953729851678	-14.6685341634904	-17.8611792414328	-17.7299347081545	-16.8959446595935	-7.6085419648982	-17.2762167407116	-16.1088384213797	-3.16490638115673	-20.0835716627692	-18.7940650455742	-16.8526172279294	-17.4461417421539	-8.05336434964678	-18.8611792414328	-4.06322586759256	-19.2534966642115	-12.3301691787923	-3.93987401407966	-5.12373068290088	-6.35628933355704	-5.29349473214346	-18.4206066500468	-16.1874074737538
DP284	-18.8959446595935	-15.4461417421539	-18.2311288511831	-3.47117826900616	-19.6096404744368	-18.5530569460704	-18.6685341634904	-19.4986091620481	-14.4017476227955	-19.8611792414328	-17.8611792414328	-17.7299347081545	-16.8959446595935	-9.82592191664645	-13.0186792330942	-16.1088384213797	-16.0636721053315	-20.0835716627692	-8.91747833787962	-8.87181853429264	-17.4461417421539	-10.8836267255767	-18.8611792414328	-13.7616435678819	-13.6950759509429	-6.88654272612014	-20.7940650455742	-20.0835716627692	-10.1020043808662	-19.5530569460704	-6.32938007255832	-16.1874074737538
DP282	-13.7536507771283	-2.57709877716677	-12.9114219962124	-2.35651835939036	-19.6096404744368	-18.5530569460704	-18.6685341634904	-19.4986091620481	-19.2993003538247	-19.8611792414328	-17.8611792414328	-17.7299347081545	-16.8959446595935	-9.62710316003754	-17.2762167407116	-16.1088384213797	-18.346606068603	-20.0835716627692	-9.23078209116678	-9.87019737666436	-12.0904760246307	-7.88291141559828	-12.6452418422336	-7.37008967782317	-19.2534966642115	-8.02742320732997	-5.70674535985206	-11.3896975604827	-20.4461417421539	-11.0820070871459	-18.4206066500468	-16.1874074737538
