feature	s__Bifidobacterium_dentium	s__Bifidobacterium_bifidum	s__Bifidobacterium_breve	s__Bifidobacterium_longum	s__Lactobacillus_fermentum	s__Lactobacillus_salivarius	s__Lactobacillus_rhamnosus	s__Actinomyces_naeslundii	s__Actinomyces_oris	s__Actinomyces_sp_HPA0247	s__Streptococcus_anginosus_group	s__Streptococcus_mutans	s__Streptococcus_vestibularis	s__Escherichia_coli	s__Klebsiella_pneumoniae	s__Klebsiella_quasipneumoniae	s__Blautia_wexlerae	s__Blautia_hansenii	s__Anaerostipes_hadrus	s__Clostridium_sp_CAG_58	s__Eubacterium_eligens	s__Eubacterium_hallii	s__Eubacterium_ramulus	s__Eubacterium_rectale	s__Eubacterium_sp_CAG_38	s__Faecalibacterium_prausnitzii	s__Fusicatenibacter_saccharivorans	s__Roseburia_faecis	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Ruminococcus_bicirculans	s__Ruminococcus_lactaris
DP042	0	0.124338	0.0008731	0.198921	0.0021304	0	0	0	0.0018477	0	0	0.0011797	0.0051716	0.0048924	0	0	0	0	0	0	0.0101738	0	0	0.0007159	0	0.0045381	0	0	0	0.008236	0	0
DP041	0	0.0780446	0	0	0	0	0	0.0006521	0.0002862	0	0	0.000199	0.0006269	0	0	0	0.0003965	0	0	0.0044594	0.0173824	0.0101893	0	0.0029674	0	0.0966112	0	0	0.0003128	0	0	0
DP040	0	0	0	0.0141119	0	0	0	0	0.0008267	0	0	0	0.0037287	0	0	0	0.0033256	0	0.0337737	0.0004706	0.0028741	0.0139651	0	0.0563449	0.0009062	0.0339099	0.0534731	0	0.0004024	0.0026847	0	0.0269618
DP039	0	0	5.99e-05	0	0	0	0	8.49e-05	0.000739	0.0001546	0	0	0	0	9.39e-05	0.0008543	0	0.0002506	0	0	0.0046435	0	0	0	0	8.6e-06	0.0036696	0	0	0.0079862	0	0
DP038	0	0	0	0.0005046	0	0	0	0	0	0	0	0	0	0.0002731	0	0	0.0307294	0	0.0004418	0.0043171	0	0	0	0	0.0010856	0.0252378	0	0.0073562	0	0.0170405	0	0
DP037	0	0.0522913	0	0.0053331	0	0.0067964	5.66e-05	0	6.52e-05	0	0.0002101	0.0063966	0.0016112	0	0	0	0.0054515	0	0.0214742	0.0015221	0.003203	0.0476499	0	7.44e-05	0.0002882	0	0	0.0026399	0	0.0003038	0	0
DP035	0	0	0	0.0272442	0	0	0	0	0	0	0	0	0	0	0	0	0.1088732	0	0.0480908	0	0	0.0022202	0	0.0183212	0	0.0613908	0.0192874	0	0.026872	0.0035762	0	0
DP032	0	0	0	0.0120373	0	0.0002065	0	0	0	0	0	0	0	0.0066786	0.0007737	0	0.0003497	0	0.015049	0.0040788	0.0053987	0.0253048	0.0009385	0.1470771	0	0.0664513	0.0392099	0	0.0049343	0.0009089	0.0323413	0
DP031	0	0	0	0.0045112	0	0	0	0	0.0007733	0	3.38e-05	0	0	0.0001854	0	0	0.0425593	0.0003917	0.0119417	0.0079934	0.0040051	0.0142862	0	0.0041243	0	0.0683638	0.0317529	0	0.0431438	0.0143775	0.0066479	0
DP030	0.0028302	0	0	0.0432309	0	0	0	0	7.16e-05	0	0	0	8.47e-05	0.0027781	0	0	0.0001066	0	0.0064581	0	0.0007414	0.0146386	0	0.0013759	9.15e-05	0.0690984	0.0278249	0.000512	0.0005669	0.0002559	0	0.0016447
DP029	0	0.0392718	0	0.0488276	0	0	0	0	0	0	0	0	0	0	0	0	0.0487783	0	0	0	0	0.0005578	0	0	0	0	0.0850828	0.0597383	0.0067732	0	0.0080073	0
DP028	0	0.0247435	0	0.0295662	0	0	0	0	0.000263	0	0	0	0	0.1439399	0	0	0.0006526	0	0.0094089	0.0006066	0.0032267	0.0007923	0.0032138	0.0425547	0.0023787	0.1071879	0.029141	0.0703459	0.0213154	0.0065296	0.0363544	0.0027344
DP027	0.0002426	0.066481	0	0.0971758	0	0	0	0.0001331	0.0002409	0	0	0	0.0002022	0.0002995	0	0	0.0006832	0	0.0001704	0	0	0.0020663	0	0.0006036	0	0.0070818	0	0.0015212	0	0.0026154	0	0
DP026	0	0	0	0	0	0	0	0	0	0.0003875	0	0	0	0	0	0	0	0.0005126	0	0	0	0.041494	0.0071565	0.0773621	0	0	0.0186016	0.0003086	0.0025821	0.008529	0	0
DP025	0	0	0	0.0036563	0	0	0	0	0	0	0	0.0004038	8.26e-05	0	0	0	0.0023017	0	0.0201924	0.000953	0.0192134	0.0150736	0.0006468	0.0019226	0.0004095	0.1464806	0.0346691	0.0014747	0	0.0002064	0.0182833	0
DP024	0.0001893	0	0	0.0236172	0	0	0	0.000197	2.55e-05	0	0.0001667	0	0	6.65e-05	0	0	0.0143407	0	0	0.0114133	0	0.0114764	0	0	0	0.1497216	0.0513504	0.0247462	0.0167	0	0.041718	0
DP022	0.0007107	0	0	0.1550301	0	0	0	8.7e-06	0.0001282	0	0	6.13e-05	3.39e-05	0.0003966	0	0	0.0001344	0	0.0001639	0.0010893	0	0	0	0	0	0	0	0	0	3e-05	0	0
DP021	0	0	0	3.8e-06	0	0	1.23e-05	0	0	0	0	0	0	0.017706	0.0003199	0	0	0.0072545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DP020	0	0	0	0.0053867	0	0	8.96e-05	0	0.0005942	0.0009727	0	0.0007666	5.37e-05	0	0	0	0.0074304	0.0002082	0	0	0	0.0561873	0	0.1002593	0	0.0004004	0.0378659	0	0	0	0	0
DP019	0	0	0	0.0039281	0	0	0	0	0	0	0	0	0	0	0	0	0.0009778	0.0067135	0.0115969	0	0	0.0081806	0	0.0007037	0.0126026	6.39e-05	0	0	0.0221928	0	0	0
DP018	0.0013961	0.135861	0	0	0	0	0	6.57e-05	0	4.93e-05	0	0.0016927	0	0.0008419	0.0084424	0.0118024	0.0018626	0	0.0191325	0.0013125	0.0034913	0.0003233	0	0.010742	0	0.0116891	0.0131814	0.0011434	0.0029963	0.0004282	0.0004463	0
DP017	0	0	0	0	0	0	0	0	7.82e-05	0	0	0	0.0006092	0.000108	0	0	0.0126934	0	0.048493	0	0.0076885	2e-05	0	0.1058713	0.0002845	0.0019926	0.0047604	0	0.0065297	0	0.0296353	0
DP014	0.0001977	0	0	0.0026991	0	0.0002097	0	0	0.0006447	0.0002557	0	9.59e-05	0	0.0345603	0.0057801	0.0001596	0.0083405	0	0.0007595	0.0006416	0.0053856	0	0	0.0633929	0	0	0.0105415	0	0	0.0008795	0	0
DP013	0	0	0	0.0005126	0	0	0	0	0	0	0	0	0	0.0101997	0	0	0.0106201	0	0	0.001067	0	0	0	0.0074879	0	0	0.0127528	0.0128649	0.0001078	0	0	0
DP012	0	0.0728234	0	0.0465753	0	0	0	4.84e-05	0	0	0	0	0	0.0002558	0	0	0.0140297	0	0.0053935	0.0032804	0	0.0191123	0.0003348	0.0576	0.0003578	0.0049914	0.0101977	0.002983	0.0054035	0.0075795	0	0
DP011	0.0006102	0.001558	0	0.020598	0.0001062	0	0	0	0	0.0001792	0	0	0.0001257	0.0010217	0.0006134	0	0.0004621	0	0	0.0123972	0.004681	0.0033884	0	0	0	0.1113695	0.0086882	0.0320236	0	0.001766	0	0
DP009	0	0	0	0.019799	0	0	0	0	0	0	0	0	0	0	0	0	0.0028117	0	0.0096067	0.0043535	0.0087456	0.0090877	0.0005856	0.0797693	0.002134	0.1827706	0.0331505	0.0003065	0.0902461	5.59e-05	0.0206184	0.0106657
DP008	0.0068245	0.0362694	0.0004805	0.0650739	0.0004181	0	0	0	0.0006551	6.35e-05	0	4.06e-05	0.0011487	0.0082273	0	0	0.0037298	0	0.0123524	0.0085734	0	0.0088416	0.0027167	0.0291974	0.0180876	0.084149	0.0119864	0.0158771	0.0039231	0.0134487	0.0113641	0.000207
DP007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.25e-05	5.4e-06	0.0031514	0.0008506	0	0.002636	0	5.54e-05	0	0.0087318	0.0035177	0	0.00121	0	0	0.0011833
DP006	0.0018335	0	0	0.001294	0	0	0	0	0.0003725	4.96e-05	0.0026472	0.0025204	8.11e-05	7.94e-05	0	0	0.0037569	0	0.0214114	0.0005775	0	0.0051108	0	0	0.000544	0.0004466	0.0002817	0.0133359	0	0	0	0
DP005	8.42e-05	0.1853442	0	0.1262805	0	0	0	0	0	0	0	0	0	0	0	0	0.0002153	0	0.0019188	0	0	2.02e-05	0	0	2.14e-05	0.0059833	0.0250422	0	0	0	0	0
DP004	9.06e-05	0.0275629	0	0.0114569	0	0	0	0	8e-06	3.87e-05	0	0	0	0	0	0	0.0370211	0	0	0	0	0.0171727	0	0.0293239	0	0	0	0.0008143	0.0011913	0.0025703	0	0
DP003	0	0	0	0.0082206	0	0	0	0	0	0	0	0	0	0	0	0	0.000706	0	0.0001277	0	0	0.0196536	0	0.0759221	0	0.0605007	0.0518096	0.0527177	0	0	0.0617673	0
DP002	0	0	0	0.0060464	0	0	4.6e-05	0	0.0001674	0	0	0	0	0.000322	0	0	0.0030053	0	0.0123447	0.0030902	0.013716	0.0067952	0.0067196	0.0446281	0.0056901	0.0488329	0.030207	0.0172261	0.0531004	0.0218127	0.0023286	0
DP001	0	0	0	0.0371532	0	0	0	0	0	0	1.86e-05	0	0	0.0018991	0	0	0.1031858	0	0.0379515	0	0	0.0126627	0	0.3532809	0	0.0916023	0	0	0	0	0	0
DC167	0	0	0	0.0137852	0	0	0	0	0	0	0	6.47e-05	0	0.0033319	0	0	0.0206083	0	0.0865317	0.0061561	0.0173213	0	0	0	0	3.9e-05	0.1169945	0	0.1583709	0.0107818	0	0
DC165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043988	0	0.0005109	0.0051326	0	0.0002242	0	0.0084235	0.0009037	0.0006427	0	0	5.44e-05	0	0	0
DC164	0	4.85e-05	0	0.0049324	0	0	0	0	0	0	0	0	0	0	0	0	0.0022035	0	0.0210489	0.0036252	0	0.0098588	0	0.0008878	0	0.0205811	0.0225155	0.0007554	0.0020755	5.06e-05	0	0.0006126
DC163	0	0	0	8.08e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0013933	0	0.0054975	0.0010358	2.29e-05	0.0034414	0.0019622	0.1295097	0.0052611	0.0668793	0.0441085	0.0282734	0.001927	0.006699	0.0367107	0
DC162	0	0.0334704	0	0.0140274	0	0	0	0	0	0	0	0	0	0	0	0	0.021904	0	0.0385491	0.0004467	0.0204573	0.0254707	0	0.0009269	0.0006728	0.1047791	0.011239	0.023343	0.002053	0.0199221	0	0
DC161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2249223	0.0257909	0.0002585	0	0.0036144	0.0013704	0.0083787	0.0017905	0	0.045166	0.0042738	0.0844515	0.0168711	0.002031	0.0001888	0.0003316	0.0006642	0.0050306
DC160	0.0006726	2.88e-05	0	0.0007689	0	0	0.0006863	5.31e-05	0.0001172	3.29e-05	0	0	0.000796	0.0083914	6.72e-05	0	0.0072392	0	0.0004346	0.0119289	0.0088895	0.0085799	0	0.0304702	0.0072637	0.1566694	0.0173455	0	0.0699293	0.014592	0	0
DC156	0	0	0	0.0013537	0	0	0	0	0	0	0	0	0	0	0	0	0.0001144	0	0.0175536	0	0.0044306	0.0055313	0.0004306	0.0115081	0.0002508	0.0637352	0.0141144	0	0.0075127	0.0023146	0	0.0155033
DC155	0	0	0	6.49e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0076573	0	0.0003144	0.0025527	0.0086238	0.0031909	0.0052581	6.39e-05	0	0.058063	0.0041433	0.0008998	0.0135413	0.0043795	0	0.0011674
DC154	0.0001705	0	0	0.0125664	0	0	3.07e-05	0	0	0.0002005	0.0004841	2.74e-05	0.001153	0	0	0	0.0130015	0	0	0.019422	0	0	0	0.000136	0	0.1269713	0	0	0	0.0001554	0	0
DC153	0	0	0	0.0002819	0	0	0	0	3.15e-05	0	0	0	0.0017755	0.0220205	0	0	0.0124813	0	0.0001051	0.0041533	0.0001388	0.0065267	0.0005208	0.0311208	0.0069558	0.0183489	0.0085436	0	0.0189906	0	0.0342731	0.0025938
DC152	0	0	0	0.1198606	0	0	0	0	0	0	0	0	0	0	0	0	0.0073099	0	0.0351568	0.0002878	0.0008719	0.0012031	0.004933	0.155854	0	0.0891921	0.0969298	0.0117449	0.0080883	0.0126812	0.0118781	0
DC151	0	0.0001414	0	3.17e-05	0	0	0	0	0	1.4e-05	0	0	0	0	0	0	0.0006613	0	0.0027846	0.0018354	0.0021194	0.014145	0.000704	0.1531395	0	0.1377493	0.0091787	0.0002359	0.0060929	0.0349815	0	0
DC150	0	0	0	0.0070011	0	0	0	0.0004362	0.0001918	0	0	0	0	0	0	0	0.0012686	0	0.0043652	0	0	0.0008193	0.0014375	0.0001154	0	0.1283385	0.0268708	0	0.0003667	0.0030427	0.040473	0
DC147	0	0	0	5.53e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.2450265	0	0.0531484	0.0214804	0	0	0	9.13e-05	0.0036334	0.0207356	1.29e-05	0.000476	0.0027913	0.0016793	0.0455465	0
DC145	0	0	0	0.0063834	0	0	0	0	0	0	0	0	0	0.0002559	0	0	0.0246971	0.0020193	0.0084567	0.0051379	0	0.0151367	0.0022631	0.159802	0.0019119	0.0164783	0.0334192	0.0258544	0.0006959	0.0010722	0	0.0007999
DC141	0	0	0	0.0010756	0	0	0	0	0.0007782	0	0	0	0	0	0	0	0.0093889	0.0003334	0.0205497	0	0	0.030259	0	0.085692	0	0.0512953	0.0398457	0.018383	0.001022	0	0	0
DC140	0	0	0.004493	0.0853368	0	0	0	0	0	0	0	0	0	0.0003221	0	0	6.98e-05	0	0	0	0	0	0	0.0999181	0	0.037185	0	0	0	0	0	0
DC139	0	0	0	0.0680891	0	0	0	0	0	5.3e-06	0	0	0	0	0	0	0.0010348	0	0.0066822	0	0.0032938	0.0137302	0	0.0009077	0.0033001	0.0860003	0.0255895	0.0236641	0	0.0022629	0.0093381	0.0042371
DC138	0	0.004308	0	0.0031316	0	0	0	0	0	0	0	0	0	0	0	0	0.063677	0	0.0138545	0	0.0074493	0.0008818	0.0020359	0.10286	0	0.0322224	0.0061403	0.003898	0.0313562	0.0058994	0.0235351	0.0004682
DC137	0	0	0.0047172	0.0599483	0.0062536	0	0	0	0	0	0.0003509	0	0.0220792	0.0002925	0	0	0	0.015463	0	0	0	0	0	3.92e-05	0	0	0	0	0.0183362	0	0	0
DC136	0	0	0	0.0353572	0	0	0.000172	0	0	0	0	0	0	0.0003139	0.0001259	0	0.0035488	0	0.0313196	0.0092587	0	0.0015078	0.0293057	0.0001067	0	0.0406813	0.091873	0	0	0	0	0
DC135	0	0.0279169	0	0.0038716	0	0	0	0	0	0	0	0	0	0	0	0	0.0013773	0	0.0153273	0.0048593	0	0.0167757	0.0059565	8.89e-05	0	0.091631	0	0	0.0862569	0.0336977	0	0
DC131	0	0	0	0.0693044	0	0	0	0	0	0	0	0	0	0.0004213	0.000293	0	0.0540762	0	0	0	0	0	0	2.11e-05	0	4.21e-05	0.0212311	0.074633	0.0010161	0.0090409	0.0885109	0.0287449
DC128	0	0	0	0	0.006775	0	0	0	0	0	0	0	0	0.3296941	0.3208672	0.0108193	0.0034928	0	0	0	0	0	0	0	0	2.63e-05	0	0	0	0	0	0
DC127	0	0	0	0.0068039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034413	0.0023784	0.0014569	0.0074803	0	0.0756787	0	0.1495214	0.0166645	0	0.0276756	0.0009215	0	0.0137448
DC126	0.0020358	0	0	0.3710925	0.0006072	0	0	0	0.0001182	0	0	0.0006085	0.0006128	0	0	0	0.0008218	0	0.0404945	0	0	0.0071904	0	0.0134381	3.33e-05	0.0099982	0.0470075	0	0	0	0	0.0249049
DC125	0	0	0	0.0047275	0	0	0	0	0	0	0	0	0	0	0	0	0.08768	0.0014251	0.0115568	0	0	0	0	0	0.0045732	0.0902143	0	0.0430297	0.0145497	0	0	0
DC123	0	0	0	0	0	0.0001159	0.0013728	0	0.000754	0	0	0.0010304	0.0006787	0	3.23e-05	0	0.1650174	0	0	0	0	0	0	1e-05	0	2.95e-05	0	0.0939437	0	0	0	0.0281156
DC121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052411	0	0	0	0.006812	0.0084185	0.0002637	5.98e-05	0.0005998	0.0183442	0	0.0460275	4.62e-05	0.0009662	0	0.0034402
DC120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081885	0.015877	0.0274515	0	0.0003489	0.0187994	0	0.0182452	0.0039996	0	0	4.78e-05	0.0107826	0	0	0	0	0
DC119	0.004497	0	0	0	0	0	0	0	0.0002627	0	0	0.0011174	0.0089146	0	0	0	0.0116082	0	0.0014955	0.0032514	0	0.0011561	0	0.0248321	0.0042666	0.0122185	0.0009183	0.0288353	0.000962	0.0001674	0	0
DC118	0.0005156	0.0053617	0	0.039048	0.0006349	0	0	0	9.64e-05	0	0	0	0.0006023	0.0596838	0	0	0.001439	0	0.0016037	0	0.0085005	0	0.0006085	0.0004094	0.0002798	0.0705698	0.0497576	0.0591564	0.004099	0	0	0.0078009
DC117	0	0	0	0.0040662	0	0	0	0	0	9.7e-06	0	0	0	0	0	0	0.0033992	0	0.0030684	0.0001838	0.0125598	0.0136711	0.0018837	0.0838174	5.45e-05	0.0784905	0.0193498	0.0359115	0	0.0068356	0	0.0074488
DC115	0	0.0138562	0	0.0025914	0	0	0	0	0	0	0	0	0	0	0	0	0.0028416	0	0.0052764	0.000165	0.0046749	0.0020497	0.0011413	0.006662	0.0011836	0.1095637	0.0170151	0.063884	0.002573	0.006072	0.022715	0
DC114	0	0.0063756	0.0274785	0.0518982	0	0	0	0	4.5e-06	0	0	0	0	0.0319281	0	0	0.0034861	0	0	0	0	0	0	2.73e-05	0	8.8e-06	0	0	0	0	0	0
DC113	0	0	0	0.0276633	0	0	0	0	0	0	0	0	0	0	0	0	0.0040092	0	0.0017907	0.0007552	0.0009245	0.0078871	0.0021998	0.0685198	0.0074008	0.1422482	0.0072126	0.0467564	0.0101956	0.0187018	0.0016556	3e-04
DC112	0	0.0385039	0	0.0252316	0	0	0	0	1.51e-05	0	0	0	0	0.0264743	0	0	0.0081181	0.0005738	0	0	0	0	0	4.95e-05	4.8e-06	0.000153	0	0.0242335	0	0.0019227	0	0
DC111	0.004062	4.19e-05	0.0034885	0.0861217	0.0324629	0.0040232	0.0009249	0	0	0	0.0002383	0.0087932	0.0007433	7.08e-05	0	0	6.7e-06	0.0003286	0	0.011055	0	0	0	0.0797424	0.0007956	7.93e-05	0	0.0704488	0.0297428	0	0	0.0112865
DC110	0	0	0	0.0001135	0	0	0.0001397	0	0.0001433	0	0	0	0	0	0.0645351	0.0053987	0.0029591	0.0004885	0.0082898	0.0084788	0.0003081	0.0118321	0.0203126	0.0249748	0	0.0097728	0.0415692	0	0	0	0	0
DC109	0	0	0	0.0017896	0	0	0	0	0	0	0	0	0	0	0	0	0.0223194	0	0.0056817	0.0014647	3.41e-05	0.0077142	0	0.0207663	0	0.0880885	0.049348	0.0010487	0.0033108	0	0.0641236	0.0226128
DC108	0	0	0.0379697	0.0181985	2.96e-05	0	0.0001139	0	0	0	0	0	0	0.002726	0	0	0.0683105	0	0.0524095	0	0	0	0	7.85e-05	0.0018739	0.0992486	0.0434023	0.0113159	0.0228686	0	0.0085045	0.0266441
DC107	6.31e-05	0	0	8.26e-05	0	0	0	0	0	0	0	0.0002068	0.0041167	0	0	0	0.0006199	0	0.011625	0	0	0.000369	0.004593	0.0385416	0	0.0085095	0.0095027	3.21e-05	0.0322276	0.0047963	0	0
DC106	0	0	0	0.0103802	0	0	0	0	0	0	0	0	0	0.0028583	0	0	0.0083855	0.0001854	0.0072777	0.0031802	0	0.0002601	0	0.0846942	0	0.0333688	0.0261356	0	0	0	0	0.0075923
DC105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158684	0	0	0	0	0.0213945	0	0.0785433	0	0.0146945	0	0	0	0	0	0
DC103	0	6.29e-05	0	0.0041378	0	0	0	0	0	0	0	0	0	0.005182	0	0	0.001733	0	0.0037713	0.0032209	0.0077312	0.0007806	0.0011817	0.1496183	0.0227027	0.1079167	0.013674	0.0173514	0.0469669	0.0052667	0.0576966	0.0047106
DC102	0	0	0	0.0580405	0	0	0	0	0	0	0	0	0	0	0.0005136	0.0001515	0.0072106	0	0	0.0018283	0.0021823	0.0012953	0.0111934	0.2974377	0.0074366	0.063703	0.0254398	0.0046901	0.0148484	0.000692	0	0
DC101	0	3.32e-05	0	0.0058709	0	0	0	0	0	0	0	0	0	0	0	0	0.0230199	0.0015879	0.0008822	0.0063739	0	0.0057144	0	0.0428505	0.0011618	0.0004948	0.0001077	0.0133912	0.0014975	0.0098736	0.0008079	0
DC100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054064	0	0.0008483	0	0.0086738	0.0115061	0.0007516	0.1070718	0.0001766	0.1083157	0.0063703	0.0471695	0.0141208	0.0091449	0.0331783	0.0177294
DC099	0	0	0	0.0378667	0	0	0	0	0	0	0	0	0	0	0	0	0.0081403	0	0.0099928	0.0021208	0.0075931	0.006151	0	0.0002777	0.0069478	0.0661783	0.040731	0.0038078	0.0124815	0.0006394	0	0
DC098	0	0	0	0.0181581	0	0	0	0	0	0	0	0	0	0	0.0302705	0.0043785	0.0124541	0	0.0051691	0.0036216	0.0031091	0.0117456	0.001682	0.1046415	0.0008706	0.0624984	0.0423475	0.0281534	0.0035361	0.0007514	0.0567999	0
DC097	0	0.0044805	0.0009395	0.1370536	0	0	0	0	0	0	0	0	0	0.0048824	0	0	0.1081227	0.0005262	0.0001426	0	0	0	0	0.000207	0.049373	0.0001626	0	1.77e-05	0.1376855	0	0	0
DC096	0	0	0	3.5e-05	0	0	0	0	0	0	0	0	0	0	0.0001372	0	0.0474598	0	0.0160507	0	0.02809	0.0081956	0	0.0471467	0	0.0643735	0.056885	3.91e-05	0.0076896	0.0192708	0	0
DC095	0.0034496	0.0001458	0	0.0070633	0.0011552	0	0	0	0	0	0.0001852	0	0.0019881	0.0002453	0.2101114	0.0211623	0.0022714	0	0.0003482	0.0045989	0.006415	0.0056414	0	0.0453654	0	0.1008381	0.0150145	0.0138881	0.0018829	0.0025008	0.0131925	0.0004503
DC094	0	0	0	0.0046317	0	0	0	0	0	0	0	0	0.0021816	0.0018826	6.61e-05	0	0.0345437	0.0179689	0	0	0	0	0	8.68e-05	0.0013645	0	0	0	0	0	0	0
DC092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0874825	0.0044113	0.0237305	0	0.0050333	0.0048929	0.0099197	0.0004559	0	0.0568566	0.004453	0.0551657	0.0185537	0	0.0003198	0	0	0
DC090	0	0	0	0.0079149	0	0	0	0	0	0	0	0.0004412	0	0.0218191	0	0	0.0107504	0	0.0302194	0.0002937	0.0165103	0.0092148	0	0.0180888	0.0009944	0.2048324	0.0316477	0.0807215	0.0004813	0	5.8e-06	0
DC087	0	0	0	0.0012134	0.0006453	0	0	0	0	0.0018272	0	0	0.0001266	0.1074544	8.8e-05	0	0.0005292	0	0	0.0011936	0	0.0005774	0.0001606	0.001068	4.84e-05	0.0688603	0.0055219	0.0419782	0.0044679	0.0228969	0	0
DC085	0	0	0.0088339	0	0	0	0	0	4.01e-05	0	0	0	0	0	0	0	0.0073304	0	0.0202401	0	0.0009181	0.0051769	0	0.1172333	0	0.1057483	0.0801767	0.0009099	0.0088624	0.0052188	0.0134314	0.0133204
DC083	0	0.0278919	0.0008907	0.0041235	0	0	0	0	0	0	0	0	0	0	0	0	0.0640539	0	0.0159622	0.0044322	0.0085766	0.0192996	0	0.1680737	0.0027736	0.1383133	0.0265672	0.0144382	0.0028586	0.0002409	0.0360345	0
DC082	0	0	0	1.43e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000417	0	0.0133281	0.0115898	0	0.0005863	0	0.2125988	0	0.0674283	0.0596187	0	0.0397916	0.0009794	0	0
DC081	0	0	0	0.000119	0	0	0	0	6.47e-05	0	0	0	0	0.0006777	0	0	0.2973859	0	0.0027243	0	0.0032272	0.0005251	0	0.0001102	0	0.0009394	0	0.0431789	0	0.0063185	0	0
DC079	0	0	0	0.0037705	0	0	0	0	0	0	0	0	0	4.52e-05	3.42e-05	0	0.0008093	0	0.0004614	0.0054978	0.0001178	0.0079273	0	0.0079311	0.0025527	0.0874695	0.0299052	0.0422582	0.0058629	0.0057382	0.1122442	0.0073739
DC078	0	2.59e-05	0	0	0	0	0	0	0	0	0	0	0	0.0407876	0.0018085	7.28e-05	0.0268041	0	0.0108521	0.0033555	0	0.0011159	0	0.1153487	0	0.0276454	0.0215959	0	0.0263691	0	0	0.0083283
DC077	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053206	0	0	0.0067157	0	0.0027602	0	0	0	0.0081246	0.0562439	0.00435	0.0257265	0.0204493	0	0.0083374	0	0.0134883	0
DC076	0.0034656	0.0335455	0	0.0382703	0	0.0004911	0.0001423	0	0	0	0	0.0007985	7.05e-05	0	0	0	0.0018795	0.006383	0.0502027	0.0051438	0.0141561	0.0016826	0.0062677	0.0256805	0	0.1085219	0.0816744	0	0.0265276	0.0360809	0	0
DC075	0	0	0	0	0.0024577	0	0	6.6e-05	0.0001617	0	0.0001759	0.0004056	0.0024775	0	0	0	0.0003388	0	0	0	0.0393747	0	0	1.79e-05	0	0.0211773	0.0421257	4.75e-05	0.0002304	0	0	0
DC073	0	0.0074058	0	0.0090053	0	0	0	0	0	0	0	0	0	0.0001347	0	0	0.0013221	0	0.0077713	0.0007153	0.0184919	0.0055118	0.0006173	0.0998159	0.0011458	0.1132709	0.0135394	0.0123936	0.0007325	0.0067334	0.0160084	0
DC072	0	0.0325061	0	0.0056069	0	0	0	0	0	0	0	0	0	0	0	0	0.0008799	0	0.0208267	0	0.0037939	0.0094435	0.0087866	0.0624637	0.0035663	0.0652346	0.028965	0.0567451	0.0258299	0.0084119	0	0
DC071	0.0084013	0	0	0	0	0	0.0005024	0	0	0	0	0	0	0	0	0	0	0.0045937	0	0	0	0.0142627	0	0	0	0	0	0	0	0	0	0
DC070	0.0062719	0	0	0.0131726	0.0176612	0	0	0.0002364	0.0004363	0	0.0015556	0.0001766	0	0	0	0.0013514	0.2282618	0.0036017	0.0428156	0	0	0	0	0.318462	0	0.0291036	0.0154431	6.31e-05	0	0	0.0106658	0
DC069	0	0.0323047	0.00379	0.0279252	0	0	0	0	0	0	0	0	0	0.0015795	0	0	0	0.0002919	0.002335	0	0	0	0	0.0053379	0	0	0.033025	0.0224602	0.0131492	0	0	0
DC068	0	0.0765094	0	0.0141934	8.82e-05	0	0	0	0	0.0007426	0	0	0.0031892	0.0003409	0	0	0.0264897	0.0002238	0.0007306	0	0	0.003206	0	0	0.0018093	3.88e-05	0.003959	0.0219216	0	1.5e-05	0	0
DC067	0	0	0	0.0004134	0	0	0	0	0.0011676	0.0005491	0	0	0	0.0002446	0	0	0.0398402	0	0.0195383	8.46e-05	0.0035728	0.0190266	0	0.1253735	0.0002931	0.0057976	0.0360437	0	0.001834	0	0	0.0001334
DC066	0	0.0819155	0	0	0	0	0	0	0	0	0	0	0	0.0001087	0	0	0	0	0.042219	0.004294	0.0022304	0	0	0	0	0.1060591	0.079641	0	0.003385	0.0001872	0.0346669	0
DC065	0	0	0	0.0937816	0	0	0	0	4.12e-05	0	0	0	3.21e-05	1.54e-05	0	0	0.1368977	0	0.0177248	0.0097044	0	0.0019833	0	0	0	0.0078128	0	0.0019274	0	0	0.0075014	0
DC064	0	0	0	0.0068925	0	0	0	0	1.2e-05	2.68e-05	0	0	0	0.0051872	0	0	0	0.0060747	0	0.0049301	0	0	0	0	0.0014568	0	0.000863	0.0298052	0	0	0	0
