feature	s__Bifidobacterium_dentium	s__Bifidobacterium_bifidum	s__Bifidobacterium_breve	s__Bifidobacterium_longum	s__Lactobacillus_fermentum	s__Lactobacillus_salivarius	s__Lactobacillus_rhamnosus	s__Actinomyces_naeslundii	s__Actinomyces_oris	s__Actinomyces_sp_HPA0247	s__Streptococcus_anginosus_group	s__Streptococcus_mutans	s__Streptococcus_vestibularis	s__Escherichia_coli	s__Klebsiella_pneumoniae	s__Klebsiella_quasipneumoniae	s__Blautia_wexlerae	s__Blautia_hansenii	s__Anaerostipes_hadrus	s__Clostridium_sp_CAG_58	s__Eubacterium_eligens	s__Eubacterium_hallii	s__Eubacterium_ramulus	s__Eubacterium_rectale	s__Eubacterium_sp_CAG_38	s__Faecalibacterium_prausnitzii	s__Fusicatenibacter_saccharivorans	s__Roseburia_faecis	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Ruminococcus_bicirculans	s__Ruminococcus_lactaris
DP185	0.0005598	0	0	0.012201	0.0083966	0	0	0	0.0005068	0	0.0008316	0	0.0230863	0.031114	0	0	4.48e-05	0.004946	0	0	0	0	0	0	0	5.64e-05	0	0	0	0	0	0
DP184	0.0026046	0	0	0	0	0	0	0	2.56e-05	0	0	0.0001204	0	0.0376074	0	0	4.9e-05	0.0048246	0	0.0048294	0.0083087	0	0	0	0	0	0.0069434	0	0.0004845	0.002606	0	0
DP183	0	0	0	0.1754053	0	0	0	0	0.0004501	0.0002827	0	4.39e-05	0	0.0034219	0	0	0.0155893	0.0008004	0	0.0020983	0	0	0	0.2115212	0.005736	0	0	0.0146169	0.0002202	0	0.0109666	0
DP181	0.0001559	0	0	0	0	0	0	0	0.0021347	0	0.000257	0.0027263	0.0001045	0	0	0	0.0212002	0	0.0252885	0	0.0005048	0.0002779	0	0.0003518	0	0.0027168	0.0004055	0	0	0.0001366	0.0048535	0
DP180	0	0	0	0	0	0	0	0	6.57e-05	0.0001263	0.0006613	0.0001448	0	0.1278133	0	0	0.0238727	0	0.0009815	2.62e-05	0	0	0	0.0013546	0	0.0017006	0	0	0	0	0	0
DP179	0	0.2620041	0	0.0017709	0.0034341	0	0	0	0.0001367	2.63e-05	0	0.0005781	0	0	0	0	0.0016409	0	0.0299838	0.0001363	1.99e-05	0.0080671	0.0065315	0.0929504	0	0.0183856	0.0339736	0	0.0019329	0.0003079	0	0
DP178	0	0	0	0.0040962	0	0	0	0	0	0	0	0	0	0	0	0	0.0049246	8.24e-05	0.0308289	0.0062835	0	0.0082738	0.0129391	0.0021114	0.0066237	0	0.0265151	0.0165964	0.008639	0.0040569	0	0
DP177	0.0001432	0	0	0	0	7.89e-05	0	0	0	1.92e-05	0	0.0004994	0	0	0	0	0.0033594	0	0	0.0023544	0.0058445	0	0.000984	0.0510097	0	0.1540669	0.0147946	0.0170993	0.0037509	0.0004575	0.012683	0.0217155
DP176	0.0017559	0	0	0.1774388	0.0019029	0	0	0.0007472	0.0008237	0	0.00015	0.0002196	0	1.86e-05	0	0	0.0004196	0	0.0002012	0.0010612	0.0218618	0.0040475	0.0042473	0	0	0.0133925	0	0	0	0	0	0
DP175	0	0	0	0	0	0	0	0	0.0003607	0.0011369	1.41e-05	0.001253	0.0005244	0.0085955	0.0437693	0.043258	0	0	0.0051234	0.0001428	0	0.0007611	0	0	0	0	0	0	0	0	0	0
DP172	0	0	0	0.0017763	0	0.0001144	0	0	0.0004545	0.0009742	9.13e-05	0.0025144	0.0008941	0.0013979	0	0	0.0019395	0	7.72e-05	0	0.0105845	0.0001791	0	0.0003659	0.0002275	0.023047	0.0045534	0.0007997	0	0	0.0042759	0
DP171	0	0.0004595	0	0.0124548	0	0	0	0	0	0	0	0	0	0	0	0	0.0119677	1.09e-05	0.0209246	0.006863	0.0080948	0.0011889	6.42e-05	0.0331163	0.0102262	0.0858252	0.0126095	0.2082468	0	0.0119736	0.001296	0
DP170	0	0	0	0	0.0031685	0	0.000259	0	0	0	0	0	0.0001628	0.0100088	0	0	0.0521267	0	0	0	0	0	0	0.0341433	0	0	0.0300481	0	0	0	0	0
DP169	0.0002731	0	0	0.0285717	0	0	0	0	0.0001553	0.0006686	0.0002069	0	0.0010967	7.3e-05	0	0	0.0060263	0	0.0036665	0.0026265	0.0041155	0.0020756	0	0.0079196	1.99e-05	0.1824086	0.0046314	0.0107541	0.0012853	0	0.0549685	0.0062889
DP167	5.92e-05	0	0	0.0053725	0	0	9.72e-05	0	0.0002524	0.0001331	2.67e-05	0.0006124	0.0320878	0	0	0	0.0022701	0	0.0148368	0.002174	0.0125959	0.0099976	7.98e-05	0.0130637	0.0091186	0.0617914	0.0264862	0.002446	0	0.0006316	0.0001139	0
DP165	0	0	0	0.0338096	0	0	0	0	0	0	0	0	0	0	0	0	0.0104794	0	0.0066102	0.0028637	0.0122487	0.0201378	0	0.0419336	0.0016901	0.0879658	0.0186912	0.0153925	0.0037277	0	0.0483114	0
DP164	0.0008358	0.0190815	0	0.0255755	0	0	0	0	0	0	0	0	0.0010823	0	0	0	0.0658372	0	0	0.0165453	0.0063155	0.0401487	0	0	0.0012932	0.03202	0.0052147	0.0076864	8.19e-05	0.0002546	0	0
DP162	0	0	0	0	0	0	0	0	0.0001425	0	0	0	0	0	0	0	0	0	0.0294222	0	0.0303468	0.0043228	0	0.0019927	0	0.0759048	0.0102486	0.0009716	0	0.0002245	0.0046782	0.007996
DP161	0.0001901	0	0	0	0	0	0	0	0	0	0.0001552	9.25e-05	0	0.0001497	0	0	0.0005215	2.88e-05	0.0059258	0	0.062899	0.0072667	0	0	0	6.76e-05	0	0.0295878	0.0232122	0	0	0
DP160	0.0842911	0	0	0.0515645	7.69e-05	0	0.000529	0	0.00026	0	0.0008208	0.0064683	0.0009245	0.0233008	0	0	0.0001078	0	0.0002094	0	0	0.0001574	0	0	8.76e-05	0.0229758	0.0168381	0.0072881	0.0002481	0	0.0515483	0.0004885
DP159	0	0	0	0.0147926	0	0	0	0	0	0	0	0	0	0	0	0	0.0336908	0	0.0126657	0	0	0.0141651	0.003902	0.0524471	0	0.0129142	0.0283257	0	0.0141943	0	0.019335	0.0178406
DP158	0	0	0	0.0068922	8.55e-05	0	0	0	0	0	0	0.0003519	0	0.000202	0	0	0.0031153	7.73e-05	0.0131974	0.0055187	0.0065667	0.0314171	0.0003236	0.0354526	0.0006426	0.0565378	0.0472184	0.0514813	0.0086205	0.0028909	0.0598734	0.0077379
DP156	0	0	0	0.0047494	0	0	0	0	3.18e-05	0	0	6.8e-05	0	0	0	0	0.0939617	0.0001027	0.0503055	0.0017154	0	0.0029847	0	0.008185	0.002017	0.0479696	0.1127912	0	0	0.0015325	0	0
DP155	0	0	0	0.0041756	0.021897	0.0262156	0.0013924	0	0	0	0	0	0.0089841	0.0076713	0.0005767	0	0.0018809	0	0	0	0	0	0	0.0003397	0	8.65e-05	0	0.0004247	0	0	0	0
DP154	0	0	0	0.0119535	0	0	0.0002722	0	0.0002885	0	0	0	0	0	0	0	0.0165864	0	0.0235432	0.0013843	0.0073154	0.0047085	4.96e-05	0.0306184	0	0.1098158	0.0251176	0.0056006	0.0010037	0.0006876	0.0364366	0
DP153	0.001795	0	0	0.001455	0.0021953	2.6e-05	0.0001963	0	0	0	0	0	0	0.0057275	0.3344948	0.0125196	0.0209593	0	0.0017408	0.0042428	0	0.0006367	0.0084635	0.0122824	0	0.0003569	0.0031823	0	0	0.002509	0	0
DP152	0.0016796	0	0	0.0099928	0.0064252	0.0016283	0	0	0.0004476	0.0002349	0.0024352	0.0030583	6.26e-05	0	0	0	0.0244917	0	0.031518	0.007365	0	0.0018965	0	0.1217422	0.0214502	0.0189079	0.0364544	0.0592379	0.0085339	0.0069665	0	0
DP151	5.53e-05	0	0	0.0080332	0.0017027	0	0	0	2.55e-05	1.21e-05	0.0004068	0.0020182	0.000702	0	0	0	0.0037785	0	0.0228238	0.0012958	0.002607	0.0200581	0.000387	0.2599655	0	0.0300123	0.0255812	0.0216204	0.004138	0.0041874	0	0.0371384
DP150	0	0	0	0.0687507	0	0.0006158	0	0	0.0001441	0.0015489	0	0	0.0073315	0.033955	0	0	0	0	5.12e-05	0	0	0	0	6e-05	0	0.0007808	0.0055454	9.63e-05	0	0	0	0
DP149	3.23e-05	0	0	0.1716808	5.15e-05	0	0.0010436	0	0.0001301	0	2.32e-05	0.0009563	0	0	0	0	0.0002794	0	0.0112967	0.0019194	0	0.0004625	0	0	0	0.017593	0	0.0426345	0	0	0	0
DP148	0	0	0	0.1422698	0.014471	0	4.92e-05	0.0014037	0.0001259	0	0	0.000319	0.0159851	0	0	0	1.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DP147	0.0004922	0	0	0.0379892	0.0044207	0	0.0002318	3.88e-05	0.000373	0.001483	0.0005697	0.0002457	0.0067416	0	0	0	0	0	0	0	0	0.0086394	0	0.0052925	0	0.0179452	0	1.51e-05	0	0	0	0
DP146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47e-05	0.0013409	0	0	0	0	0	0	0	0	0.003517	0	0.0003178	0.0246238	0	0
DP144	0	0	0	0	8.39e-05	0.0011803	0	0	2.03e-05	9.01e-05	0	0.0007745	0	0	0	0	0.015315	0.0002744	0.0268795	0	0.0047782	0.0006728	0.0063091	0	0	0.1139564	0.079789	0.0131948	0.0362748	0	0	0
DP143	0.0022829	0	0	0.0466881	0	0	0	0	0	3.46e-05	0.0002756	0	3.53e-05	0	0	0	0.0010489	0	0.0018495	0	0.0005291	0.0052513	4.38e-05	0.0187236	0.0016072	0.0952753	0.0138573	0.1304884	0.0035806	0.0056293	0.0033479	0
DP139	0.0062291	0	0	0.0063036	0	0.0009699	0	0	6.1e-06	0	0	0	0	0.000469	0	0	0.0223154	0.0002097	0.0432118	0.000864	0	0.0015968	0.0044375	0	0	0.0609628	0.0749708	0.2425103	0.055255	0.0050767	0	0
DP138	0	0	0	0	0	0	0	0.0001422	7.14e-05	0	0	0	0	0.0070605	0	0	0.0023455	0	0.0767557	0	0.0008279	0.0035648	0	0.0856443	0	0.0685683	0	0.0074032	0.0017315	0.003613	0	0
DP137	0.0002396	0.0440724	0	0.0119533	0	0	0	0	0.0002997	0	0	0	0	0	0	0	0.0013099	0	0.006463	0.0011761	0.0007803	0.0062486	4.2e-06	0.0051727	0.0002054	0.0152151	0.0004207	6.27e-05	0.0006384	0.0123947	0.0022731	0.0031118
DP136	0	0	0	0	0.0001295	0	0.0001432	0	0	0	0	0	0	0	0	0	0.0013509	0	0.0030125	0.0015283	0.0092904	0.0048434	9.23e-05	0.003495	0	0.1001888	0.0035199	0.0048272	0.0005928	0.0001403	0	0.0015558
DP135	0	0	0	0.3140345	0	0	0	0	0	0	0	0	0	0.0080923	0	0	1.53e-05	0	0.0020755	0.000714	0.0029342	7.7e-05	0	1.96e-05	0	0.0028414	0	0	0.0013934	0	0	0.0001067
DP132	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0522388	0	0	5.74e-05	0	0.002878	0.0001753	0	0.004118	0.0035629	0	0	0.0094591	0.0067988	0	0	0	0	0
DP131	0	0	0	0	0	0	0	0	0	4e-06	0	0	0	0	0	0	0.0151155	0	0.0121711	0.0022619	0.0109014	0.0297008	0.0007739	0.0014737	0.0137638	0.1306385	0.0165479	0.060307	0.0058202	0.0099851	0	0.0062689
DP130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00828	0	0.0057372	0.0008717	0.0051568	0.0080632	0.000611	0.0228603	0	0.0322315	0.0034475	0	0.0112086	0	0	0
DP127	0.0012981	0	0.0007701	0.0071297	0.0001186	0	0	0	0.0003136	0	0.0001327	0.0010531	0.0002113	0.0005551	0	0	0.0131507	0.0029471	0.0350067	0.0078618	0	0.0113718	0.0011734	0.106514	0	0.0060202	0.023594	0	0.0055887	0.00033	0	0
DP124	0	0	0	0.001768	0	0	0	0	0	0	0	0	0	0	0	0	0.0389547	0	0	2.76e-05	0	0.0101458	0	0	0	0.0022431	3.49e-05	0.0029732	0.0021483	0	0	0
DP123	0.0005484	0	0	0.0172047	0	0	0	0	0.0001073	0	0	0.0005835	0	0	0	0	0.0032629	0	0.0130443	0	0.005465	0.0468902	0	9.84e-05	0.0033841	0.1549444	0.0305849	0.0317219	0	0.0001329	0.0526179	0.0049652
DP122	0.0001199	0	0.0109368	0.2185215	0	0	0	0	0	0	0	6.01e-05	0	0	0	0	0.0083087	0	0	0	0.0073891	0	0	0	0	0.0091493	0	0	0	0.0004109	0	0.0027457
DP121	0	0	0	0.0047439	0	0	0	0	0	0	0	0	0	0	0	0	0.0069838	0	0	0.0075945	0	0.0889196	0	0.0360805	0	0.0033212	0.0051122	0	0	0.000336	0	0
DP120	0	0.00319	0	0.0003206	0	0	0	0	0	0	0	0	0.0067205	0.0018673	0.0014722	0.0001737	0.0095169	0	0.0048096	0.0025968	0	0.0242769	0.008656	0.0573459	0	0.0405315	0.0379863	0	0	0.0083819	0	0
DP119	0	0	0	0	0	0	0	0.0002135	0.00374	0	0	0	0	0.0006914	0	0	0.0687823	0	0.0280184	0.0001687	0.0012031	0.0120271	0	0.0514905	0	0.0785197	0.0095063	0	0.0026215	0.0001693	0.0102342	0.0185394
DP117	0.0005363	0.042864	0	0.0878327	0	0	0	0	0.0006595	0	0	0	0.0005601	0.0003989	0.0001336	0	0.0003627	0	0.0066606	0.0014078	0.000652	0.0010286	5.51e-05	0.0227263	0	0.0142492	0.0761239	5.63e-05	0.0033806	0	0.0150746	0
DP116	0	0	0	0.0209774	0	0	0	0	0	0	0	0	0.0001242	0	0	0	0.0949984	0.0005025	0.0033551	0.0032039	0	0.0347016	0	0	0	0.0312806	0.0271448	0	0	0	0	0
DP115	0	0	0	5.98e-05	0	0	0	7.86e-05	0.0001899	0	2.01e-05	0	0	0.016306	0.0281582	0.0017395	0.0024449	0	0.0040678	0	0.0045791	0.0214406	0	0	0	0.1630473	0.0284201	0	0	0.011275	0	0
DP114	0	0.0679419	0.0224293	0.0754901	0	0	0	0	0	0	0	0	0	0.0261322	0.0013918	0.0003134	0.0001368	0	0	0	0	0	0	0	0	1.91e-05	0	0	0	0	0	0
DP112	0.0010865	0	0	7.12e-05	0.0066152	0	0	0	1.43e-05	0.0001198	0.000226	0.0022489	0.0111116	0	0	0	0.0803147	0	0.0054186	0.0037418	0	0	0	0	0.0094715	0	0.0369808	0.0757447	0.0332705	0	0	0
DP111	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011168	0	0	0.0013886	0	0.0131512	0.0035083	0.000643	0.0094384	0	0	0	0.005334	0	0	0.0016266	0.0005389	0	0.0100991
DP110	5.17e-05	0	6.5e-06	0.0803234	0	0	0	0.0008441	0.0011749	5.58e-05	1e-05	0.0034312	0.0001014	0.1232802	0	0	0.0001125	0	0	0	0	0	0	0	0	0.0003425	0	0	0	0	0	0
DP109	0	0.010152	0	0.0085627	0	0	0	0	0	0	0	0	0	0.000243	0	0	0.0088094	0	0.0063117	0.0001361	0.0107763	0.0053009	0	0.0043075	0.0012991	0.0726129	0.0125142	0.1569173	0.00331	0.0038429	0.0030255	0
DP108	0.0026988	0	0	0.0385341	0	0	0	0	0	0	0	0	0	0.0010186	0.0199482	0.0011528	0.2506282	0	0	0	0	0.0041385	0	0	0	0	0	0.0109039	0	0	0	0
DP107	0	0	0.0183907	0.0627041	0	0	0	0	0.0018761	0	0.0001065	0	0	6.86e-05	0	0	0.035629	0.0005389	0	0.002079	0	0	0	0	0	0	0.0101616	0	0.0009074	0.0021149	0	0
DP104	0	0	0	0.0106147	0.0061003	0	0.0006811	0	0.0010548	0	0	0.0143067	0.0031537	0	0	0	0.0026541	0	0.0056797	5.31e-05	0.013616	0.03986	0	7.64e-05	0	0.0517144	0.0175546	0	0.0003007	0	0.0105761	0.0025656
DP103	0.0006031	0.0083406	0	0.0049925	0.0002528	0	0	0	0	0	0	0.0002354	0	4.99e-05	0	0	0.001058	0	0.0084936	0.0028807	0.0002526	0.003869	0	0.019469	4.75e-05	0.078811	0.0226978	0.0479144	0.0045817	0.0041933	0.0474102	0
DP101	0	0.0046518	0	0.0019141	0	0	0	6.06e-05	0.0003693	0	3.23e-05	0	0	0	0	0	0.0177841	0	0.0056486	0.0013093	0.0019436	0.0071152	0.0039141	0.0013437	0.0022685	0.0566349	0.0083404	0	0	0.0205436	8.88e-05	0
DP100	0	0.0251985	0	0	0	0	0	0	0	0	0	0	0	0.0066539	0	0	0.0006889	0	0.0107104	0.0008066	0.0122144	0.0191837	0.0022932	0.0295981	0.0060086	0.1193821	0	0.0254075	0.0005479	0.0037626	0	0
DP098	0	0.0180272	0	0.0156464	0	0	0	0	5.71e-05	0	0	0	0	0	0	0	0.0017489	0	0.0116498	0.0053498	0.0082469	0.0031495	0.0024807	0.0767794	0.0052777	0.1455843	0.0158344	0.0016728	0	0.002269	0	0
DP096	0.0001173	0	0	0	0.0032619	0	0.0015191	0	0.0001504	0	0	0.0015173	0.008375	4.07e-05	0	0	0.0028683	0	0.0069476	0.0017239	0	0.0057132	0	0.0312057	0	0.118363	0.0370566	0.000877	0.0002022	0.0006832	0.0085576	0
DP095	0	0	0	0	0.0005188	0	0	0	0.0001856	0	0	0.000292	0	0.072309	0.0015111	0	0.0003751	0	9.21e-05	0.0044189	0.0053866	0.0171209	0.0005845	0.0253303	0	0.0100987	0	0.0002555	0.0010053	0.0014051	0.0219584	0.0058816
DP094	0.0123804	0	0.0053721	0.0721301	0	0	0.001408	0	5.93e-05	0	0.0010964	0.005946	0.0011847	0.0857341	0	0	0	0	0	0.0029827	0	0	0	0	0	0.0139021	0	0	0	0	0	0
DP092	0.0013275	0.0128363	0	0.0170277	0.0003737	0	0	0	3.09e-05	0	0.0011338	0.0003379	0.0007695	0.0023043	0	0	0.009946	0	0.0023014	0.0064158	0	0.007309	0	0.037206	0.0065337	0.0081847	0.0066159	0.0266848	0.0123153	0.0025315	0	0
DP091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001204	0	0	0.0065663	0	0	0	0	0	0	0	0	0	0	0	0
DP090	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137127	0.0184823	0.0012366	0.0031961	0	0.0114069	0	0	0.0044629	0.0033584	4.44e-05	0	0	0.0037538	0	0	0	0	0
DP088	0.0004011	0	0	0.147555	0	0	0	0	0.0008022	0	0.0004742	0	0	0.0004529	0	0	0	0	0	6.33e-05	0	0	0	0	0	0.0106702	0	0.020091	0.0047222	0.000229	0	0.121979
DP087	4.91e-05	0	0	0.004011	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007855	0.0078743	0.0105454	0	0.0161627	0	0.0814468	0	0.0002631	0	0	0.0061666	0	0	0
DP086	0.0003442	0	0.0006081	0.0128334	0	0	0	0.0001474	0.0002401	0	0	3.48e-05	0	0	0	0	0.0023236	0	0.0052316	0.0021802	0.0092409	0.0047318	0	0.0169534	0	0.1495742	0.0031986	0.0013984	0	0.0001135	0	0.0058748
DP084	0	0	0	0.0047014	0	0	0	0	2.02e-05	1.06e-05	0	0	0	0.0017604	0	0	0.1234466	0.0010403	0.0151657	0.0276604	0	0	0	0.2905151	0	0.0024865	0.0174894	0.0006519	0.0021715	0.0021704	0	0
DP083	0	0.0111128	0.0145395	0.1161577	0	0	0	0	3.54e-05	0	0	0	0	0	0	0	0.0014358	0	0	0	0	0	0	0	0	0.000963	0	0	0	0	0	0
DP082	0	0	0	0	2.73e-05	0	0	0.0003044	0	0	0	0	0	0	0	0	0.0638069	0	0.0190657	0.000174	0.020549	0	0	1.03e-05	0.0019838	0.1091066	0	0	0.00643	0	0	0
DP081	0	0	0	0.0538885	0	0	0	0	0	0	0	0	0	0	0	0	0.0097201	0	0	0	0	0	0	0	0	0	0	0.0003658	0	0	0	0
DP080	0	0	0.0006343	0.1118515	0	0	0	0	0	0	0	0	0	0	0	0	0.0046561	0	0	0	0.0081845	0	0	0	0	0.1025026	0.0516037	0	0	0	0	0
DP079	0	0	0	0.0222833	0.0024154	0	0.0005973	0	0.000151	0	0	0.0008034	0.0001561	0.0007703	0	0	0.0067742	0.0022694	0.0122655	0.0004363	0	0.0085547	0	0.0081573	0	0.0119724	0.0025871	0	0	0.000609	0	0
DP078	0	0	0	0	0	0	0.0035204	0.0003702	0.0006897	0	0	0	0.0001344	0.0776767	0.0059626	0.0009132	0	0	0	0	0	0	0	0	0	1.58e-05	0	0	0	0	0	0
DP077	0	0	0	0.0210908	0	0	0	0	0.0001305	0	6.1e-05	0	0	0	0	0	0.0044022	0	0	0.0019768	0.0089878	0	0	0	0.0005036	0.0601359	0	0.003346	0.0055559	0.0063128	0	0
DP075	0	0	0	5.9e-05	0	0	0	0	0	2.12e-05	0	0	0	0	0	0	0.0094426	0	0.0024047	0.0022636	0	0.0094587	0.0004604	0.2154617	9.38e-05	0.0499279	0.0213559	0.0298561	0.0031722	0.0055378	0	0.0117333
DP074	0.0115667	0.0035383	0.0002092	0.0155605	0	0.0549188	0	2.53e-05	0.0001604	0	7.06e-05	0	0.0131181	2.33e-05	0	0	0.0015808	0	0.0024151	0	0	0.0011705	0.0019645	0.0056479	0	0.071086	0.010608	0	0	0	0	0
DP073	0	0	0.0043796	0.0004812	0	0	0	0	3.52e-05	0	0.0002547	0.0028306	0.0003927	0.0001517	0	0	0.0038681	0	0.0005894	0.0029523	0.0014227	0.0044984	0.0016569	0.0408049	0	0.1767772	0.0066205	0.0102491	0.0023082	0.0011869	0.0306202	0.0052939
DP072	0	0	0	0.0255112	0	0	0.000273	0	0	0	0	0	0	0	0	0	0.0094539	0	0.0231293	2.44e-05	0	0.0071622	0.0079954	0.0493738	0.0009516	0.0297776	0.0901822	0	0	0	0	0
DP071	0	0	0	0.0346384	0.0002652	0	0	0	0.0001575	0	0.0002431	0.0005642	0	0.0187082	0	0	0.0100668	0	0	0.0044877	0.0131411	0	0	0.039298	0.0013485	0.0575065	0	0	0.0148059	0	0	0
DP070	0	0	0	0.0022081	0	0	0	0	0.0003315	0	0.0005553	0	0	0.0151807	0	0	0.0026322	0	0	0	0	0.0354977	0	0	0	0	0	0.0003315	0.0003914	0.0019593	0	0.0108408
DP069	0	0	0	0.0352947	0	0	0	0	0	0	0	0	0	0	0	0	0.0018689	0	0	0	0	0	0.0165159	0.1372544	0	0	0.1039522	0	0.013755	0.0181982	0	0
DP068	0.0005736	0	0	0.0030937	0	0	0	0	0	0	0	9.28e-05	0	0	0.0041836	0.0004692	0	0	0.0050294	0	0.0077573	0.0021994	0	0.0009237	0.0032143	0.1219186	0.0172308	0.0298672	0.0026642	0.0042458	0	0.00035
DP066	0	0	0	9.99e-05	0	0	0.0001875	0	0	0	0	0	0	0	0	0	0.0427747	0	0.0045858	0.0005132	0.0037651	0.0005975	3.27e-05	0	6.5e-06	0.2489377	0.0032948	0.0411271	0.0011293	0.0004025	0	0.0006861
DP065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056306	0	0.0110448	0.00294	0.0119452	0.0462663	0	0.0213141	0.0004048	0.0356105	0.0052565	0	0.0004868	0	0	0
DP064	0	0	0	0	0	0	0	0	1.57e-05	8.2e-06	0	0	0	0	0	0	0	0	0	0.0083051	0.0040213	0.0145414	0	0.0460282	0.0013238	0.0631192	0.0392986	0.1686107	0	0	0	0
DP063	0	0	0	0.0130798	0	0	0	0	0	0	0	0	0	0.0008729	0	0	0.0055179	0	0.0032327	0.0014503	0.0056575	0.0130641	0.0003253	0.0175075	0.0015981	0.0820435	0.0334126	0.0082318	0.0009741	0.0014923	0.0136377	0.0048021
DP061	0	0.0274569	0	0.0078999	0	0	0	0	0.0001803	0	0	0	0	0.0004597	0.0637626	0.0090288	0.0265733	0	0	0	0.0201766	0.0016002	0.0001351	0	0	0.0117818	0.0067097	0.1356502	0	0	0.0014753	0
DP060	0	0	0	0.0116117	0	0	0	0	0	6.23e-05	0	0	0	0.0008264	0	0	0.0322562	0	0.0044969	0.0030643	0.007408	0.0004477	0	0.0568495	8.61e-05	0.0609329	0.0065087	0.010725	0.0079028	0.0025554	0.0129404	0.0047658
DP058	0	0	0	4.31e-05	0	0	0	0	2.52e-05	0	0	5e-05	0.0009058	0	0	0	0.1475646	0.0084775	0.0211577	0.0018391	0	0.013397	0	0.2328459	0.0087348	0.0146841	0	0	0.0012842	0	0	0
DP057	0.0017624	0	0	0.0215194	0	0	0	0.0002289	0.0003329	0	0	9.34e-05	0.0111467	0.0003934	0.002322	0.0002197	0.0017088	0	0.0060425	0.0007502	0	0.0019071	0	0.0281051	0	0.0593402	0.0191867	0	0.0015306	0.0001763	0	0.0005267
DP055	0	0.0797244	0.0316565	0.0537617	0.0332843	0.0162487	0.0004985	0	2.78e-05	0	0.000511	0	0.0344304	0.0058444	0.0114758	0.0009827	6.39e-05	0	0	0.0001629	0	0.0001958	0	0.0001694	0	0.0042409	0	0	0	0	0	0
DP054	0	0	0	0.0394232	0	0	0	0	0.0001297	0	0	0	8.55e-05	0.016983	0.0006734	0.000479	0.232914	0.0011245	0	0.0008625	0	0.073938	0	0	5.01e-05	0.0003315	0.011656	0.0008367	0.0027906	0.0050744	0	0
DP053	0	0	0.0116357	0.1347699	0.0004546	0	0	6.46e-05	8.14e-05	0.0003579	0	0	0	0.0021274	0	0	9.74e-05	0	0	0.0036918	0.0048209	0	0	0.1275716	0	2.91e-05	0	0	0	0	0	0
DP052	0.0054207	0.0540695	0.0002295	0.0598295	0.0001409	0	0	0	0.0001391	1.43e-05	0.0001689	0.0008741	0	0.0003436	0	0	0.0101788	0	0.0022187	0.0010109	0.0044774	0.0050516	0	0.0026677	0.0001377	0.0815387	0.0111363	0.0018316	0.0004089	0.0001331	8.4e-05	0.0001892
DP050	0.0005187	0	0	0.0134985	0	0	0	0	0	3.26e-05	0	0	0	0	0.0761911	0.0051275	0.0012875	0	0.0010904	0.0026785	0.0020223	0.0019057	0.0010621	0.0680001	0.0002547	0.0360339	0.0280076	0.0333972	0.0339052	0.0012615	0.0266474	0
DP049	0.0031965	0	0	0.0025902	0.0004167	0	9.17e-05	5.54e-05	0.0005536	8.03e-05	0.000129	0.002263	0.0004362	0.0131339	0.0150359	0.0018323	7.29e-05	0	0.0069917	0	0	0.0031153	0	0.0058407	0	5.91e-05	0	0	0	0.0074927	0	0
DP048	0.0011942	0.010181	0	0.0062134	0	0	0	1.79e-05	0.0005631	2.6e-05	0.0004428	0.0004034	0.0037409	0	2.61e-05	0	0.0010746	0.0008399	0.0068466	0.0060068	0.0028011	0.0005285	0	0.0121807	0	0.0676838	0.0140531	0.0141537	0.0112953	0	0.0120646	0.0031926
DP047	0.0006183	0	0	0	0	0	0	0	0	0	0	1.71e-05	0	0.1519585	0	0	0.0019717	0	0.0040916	0.0017085	0.0010944	0.0038878	0.0001986	0.000175	0.0002986	0.1082999	0.0107931	0.0373554	0.0079335	0.0100214	0.0303008	0.0129488
DP046	0.0005723	0	0.0020128	0.0222974	0.0132818	0	0.0029461	0	2.85e-05	0.01337	0.0007053	0	0.2354455	0	0	0	0	0	0.002215	0	0	0	0	0.0055276	0	0.0009361	0.0017246	0	0	0	0	0
DP045	0.0326507	0	0	0.183545	2.05e-05	0	0	0	0.0002862	3.13e-05	7.33e-05	2.63e-05	0.0001354	0.0013446	0.0494466	0.005012	1.18e-05	0	0.0002418	0.0018249	0	0.0006295	0	0	0	0.0002922	0.0008793	0	0	0.0001131	0	0
DP043	0.0008238	0	0	0.0052644	0	0	0	0	1.3e-05	0	0	0	0.0004965	0	0	0	0.0217834	0	0.0109586	0	0.0010612	0.0055842	0	0.1106772	0.0196132	0.0615716	0.0894236	0	0.0235895	0.0002003	0.0121587	0
